CTY_CODE,CTY_NAME,GEN_VAL_MO,AIR_VAL_MO,AIR_WGT_MO,VES_VAL_MO,VES_WGT_MO,CNT_VAL_MO,CNT_WGT_MO,MONTH,SUMMARY_LVL,COMM_LVL,I_COMMODITY,YEAR
-,TOTAL FOR ALL COUNTRIES,143141,123522,12252,0,0,0,0,01,DET,HS6,030191,2018
-,TOTAL FOR ALL COUNTRIES,182061,182061,17428,0,0,0,0,02,DET,HS6,030191,2018
-,TOTAL FOR ALL COUNTRIES,171142,171142,16322,0,0,0,0,03,DET,HS6,030191,2018
-,TOTAL FOR ALL COUNTRIES,82969,82969,4370,0,0,0,0,04,DET,HS6,030191,2018
-,TOTAL FOR ALL COUNTRIES,212832,212832,22868,0,0,0,0,05,DET,HS6,030191,2018
-,TOTAL FOR ALL COUNTRIES,137193,137193,14138,0,0,0,0,06,DET,HS6,030191,2018
-,TOTAL FOR ALL COUNTRIES,102962,102962,9613,0,0,0,0,07,DET,HS6,030191,2018
-,TOTAL FOR ALL COUNTRIES,185873,140761,15349,0,0,0,0,08,DET,HS6,030191,2018
-,TOTAL FOR ALL COUNTRIES,103384,103384,8757,0,0,0,0,09,DET,HS6,030191,2018
-,TOTAL FOR ALL COUNTRIES,96025,96025,7143,0,0,0,0,10,DET,HS6,030191,2018
-,TOTAL FOR ALL COUNTRIES,96225,96225,7950,0,0,0,0,11,DET,HS6,030191,2018
-,TOTAL FOR ALL COUNTRIES,121241,121241,10068,0,0,0,0,12,DET,HS6,030191,2018
-,TOTAL FOR ALL COUNTRIES,91392,79884,8934,0,0,0,0,01,DET,HS6,030192,2018
-,TOTAL FOR ALL COUNTRIES,57545,57545,6563,0,0,0,0,02,DET,HS6,030192,2018
-,TOTAL FOR ALL COUNTRIES,99858,99858,11103,0,0,0,0,03,DET,HS6,030192,2018
-,TOTAL FOR ALL COUNTRIES,69041,69041,7967,0,0,0,0,04,DET,HS6,030192,2018
-,TOTAL FOR ALL COUNTRIES,83020,83020,9446,0,0,0,0,05,DET,HS6,030192,2018
-,TOTAL FOR ALL COUNTRIES,49010,49010,5962,0,0,0,0,06,DET,HS6,030192,2018
-,TOTAL FOR ALL COUNTRIES,36902,36902,5380,0,0,0,0,07,DET,HS6,030192,2018
-,TOTAL FOR ALL COUNTRIES,88677,72879,7653,0,0,0,0,08,DET,HS6,030192,2018
-,TOTAL FOR ALL COUNTRIES,179106,74488,8448,0,0,0,0,09,DET,HS6,030192,2018
-,TOTAL FOR ALL COUNTRIES,108489,55754,7338,0,0,0,0,10,DET,HS6,030192,2018
-,TOTAL FOR ALL COUNTRIES,113487,76920,8889,0,0,0,0,11,DET,HS6,030192,2018
-,TOTAL FOR ALL COUNTRIES,167006,114406,12939,0,0,0,0,12,DET,HS6,030192,2018
-,TOTAL FOR ALL COUNTRIES,132283,0,0,122777,23944,122777,23944,01,DET,HS6,030193,2018
-,TOTAL FOR ALL COUNTRIES,12674,0,0,0,0,0,0,02,DET,HS6,030193,2018
-,TOTAL FOR ALL COUNTRIES,167337,0,0,157119,25469,157119,25469,03,DET,HS6,030193,2018
-,TOTAL FOR ALL COUNTRIES,141489,0,0,141489,25326,141489,25326,04,DET,HS6,030193,2018
-,TOTAL FOR ALL COUNTRIES,4335,0,0,0,0,0,0,05,DET,HS6,030193,2018
-,TOTAL FOR ALL COUNTRIES,119257,0,0,114862,24304,114862,24304,06,DET,HS6,030193,2018
-,TOTAL FOR ALL COUNTRIES,10989,0,0,0,0,0,0,07,DET,HS6,030193,2018
-,TOTAL FOR ALL COUNTRIES,8227,0,0,0,0,0,0,08,DET,HS6,030193,2018
-,TOTAL FOR ALL COUNTRIES,22284,0,0,0,0,0,0,09,DET,HS6,030193,2018
-,TOTAL FOR ALL COUNTRIES,12923,0,0,0,0,0,0,10,DET,HS6,030193,2018
-,TOTAL FOR ALL COUNTRIES,10439,0,0,0,0,0,0,11,DET,HS6,030193,2018
-,TOTAL FOR ALL COUNTRIES,2134,0,0,0,0,0,0,12,DET,HS6,030193,2018
-,TOTAL FOR ALL COUNTRIES,4822,4822,360,0,0,0,0,05,DET,HS6,030194,2018
-,TOTAL FOR ALL COUNTRIES,0,0,0,0,0,0,0,06,DET,HS6,030194,2018
-,TOTAL FOR ALL COUNTRIES,0,0,0,0,0,0,0,07,DET,HS6,030194,2018
-,TOTAL FOR ALL COUNTRIES,0,0,0,0,0,0,0,08,DET,HS6,030194,2018
-,TOTAL FOR ALL COUNTRIES,0,0,0,0,0,0,0,09,DET,HS6,030194,2018
-,TOTAL FOR ALL COUNTRIES,0,0,0,0,0,0,0,10,DET,HS6,030194,2018
-,TOTAL FOR ALL COUNTRIES,0,0,0,0,0,0,0,11,DET,HS6,030194,2018
-,TOTAL FOR ALL COUNTRIES,0,0,0,0,0,0,0,12,DET,HS6,030194,2018
-,TOTAL FOR ALL COUNTRIES,1051477,810814,121005,240663,111000,240663,111000,01,DET,HS6,030199,2018
-,TOTAL FOR ALL COUNTRIES,1004628,828236,140033,176392,74000,176392,74000,02,DET,HS6,030199,2018
-,TOTAL FOR ALL COUNTRIES,1079474,903426,173920,170848,74000,170848,74000,03,DET,HS6,030199,2018
-,TOTAL FOR ALL COUNTRIES,1146249,873727,161678,209376,92500,209376,92500,04,DET,HS6,030199,2018
-,TOTAL FOR ALL COUNTRIES,1211395,980698,203641,172597,74000,172597,74000,05,DET,HS6,030199,2018
-,TOTAL FOR ALL COUNTRIES,1031855,801923,146534,216737,92500,216737,92500,06,DET,HS6,030199,2018
-,TOTAL FOR ALL COUNTRIES,1069888,808651,158044,228301,92500,228301,92500,07,DET,HS6,030199,2018
-,TOTAL FOR ALL COUNTRIES,988678,826265,151627,138630,55500,138630,55500,08,DET,HS6,030199,2018
-,TOTAL FOR ALL COUNTRIES,833442,624179,140168,179263,74000,179263,74000,09,DET,HS6,030199,2018
-,TOTAL FOR ALL COUNTRIES,999531,764251,148476,231380,92500,231380,92500,10,DET,HS6,030199,2018
-,TOTAL FOR ALL COUNTRIES,890758,719503,163726,171255,57340,171255,57340,11,DET,HS6,030199,2018
-,TOTAL FOR ALL COUNTRIES,1251576,1027886,212355,223690,94360,223690,94360,12,DET,HS6,030199,2018
-,TOTAL FOR ALL COUNTRIES,3299468,3228595,481514,7276,2786,7276,2786,01,DET,HS6,030211,2018
-,TOTAL FOR ALL COUNTRIES,3198985,3161331,451792,4720,1064,4720,1064,02,DET,HS6,030211,2018
-,TOTAL FOR ALL COUNTRIES,3981373,3909293,522273,2102,474,2102,474,03,DET,HS6,030211,2018
-,TOTAL FOR ALL COUNTRIES,3999806,3812031,499263,13284,2976,13284,2976,04,DET,HS6,030211,2018
-,TOTAL FOR ALL COUNTRIES,4062840,4004036,514402,12820,2906,12820,2906,05,DET,HS6,030211,2018
-,TOTAL FOR ALL COUNTRIES,3491980,3391188,462185,0,0,0,0,06,DET,HS6,030211,2018
-,TOTAL FOR ALL COUNTRIES,3503727,3418384,492505,0,0,0,0,07,DET,HS6,030211,2018
-,TOTAL FOR ALL COUNTRIES,3474188,3380894,507164,0,0,0,0,08,DET,HS6,030211,2018
-,TOTAL FOR ALL COUNTRIES,3768722,3717460,556032,0,0,0,0,09,DET,HS6,030211,2018
-,TOTAL FOR ALL COUNTRIES,2851637,2792320,417093,0,0,0,0,10,DET,HS6,030211,2018
-,TOTAL FOR ALL COUNTRIES,3123767,3037380,456828,2283,458,2283,458,11,DET,HS6,030211,2018
-,TOTAL FOR ALL COUNTRIES,3423562,3382316,531469,12683,2746,12683,2746,12,DET,HS6,030211,2018
-,TOTAL FOR ALL COUNTRIES,2781184,1440417,163791,0,0,0,0,01,DET,HS6,030213,2018
-,TOTAL FOR ALL COUNTRIES,3519788,1729510,182115,0,0,0,0,02,DET,HS6,030213,2018
-,TOTAL FOR ALL COUNTRIES,3845809,1794135,184257,0,0,0,0,03,DET,HS6,030213,2018
-,TOTAL FOR ALL COUNTRIES,2972882,1481111,151335,0,0,0,0,04,DET,HS6,030213,2018
-,TOTAL FOR ALL COUNTRIES,4297165,1752555,175401,0,0,0,0,05,DET,HS6,030213,2018
-,TOTAL FOR ALL COUNTRIES,3747633,1942596,201285,24077,3956,0,0,06,DET,HS6,030213,2018
-,TOTAL FOR ALL COUNTRIES,5776156,1965175,193203,249719,43427,0,0,07,DET,HS6,030213,2018
-,TOTAL FOR ALL COUNTRIES,19632212,2669885,259668,96372,14706,0,0,08,DET,HS6,030213,2018
-,TOTAL FOR ALL COUNTRIES,6417241,1921415,196258,74216,11462,0,0,09,DET,HS6,030213,2018
-,TOTAL FOR ALL COUNTRIES,4828327,2153954,213125,0,0,0,0,10,DET,HS6,030213,2018
-,TOTAL FOR ALL COUNTRIES,3548945,1991863,198802,0,0,0,0,11,DET,HS6,030213,2018
-,TOTAL FOR ALL COUNTRIES,4053322,2480501,234441,0,0,0,0,12,DET,HS6,030213,2018
-,TOTAL FOR ALL COUNTRIES,73993460,36860168,5540028,0,0,0,0,01,DET,HS6,030214,2018
-,TOTAL FOR ALL COUNTRIES,79530155,37218077,5428275,0,0,0,0,02,DET,HS6,030214,2018
-,TOTAL FOR ALL COUNTRIES,88925519,37427984,4773493,0,0,0,0,04,DET,HS6,030214,2018
-,TOTAL FOR ALL COUNTRIES,94672905,45208001,5910187,0,0,0,0,03,DET,HS6,030214,2018
-,TOTAL FOR ALL COUNTRIES,107204673,43927943,5298475,0,0,0,0,05,DET,HS6,030214,2018
-,TOTAL FOR ALL COUNTRIES,88805857,36701202,4960372,0,0,0,0,06,DET,HS6,030214,2018
-,TOTAL FOR ALL COUNTRIES,83900831,34183914,4862898,0,0,0,0,07,DET,HS6,030214,2018
-,TOTAL FOR ALL COUNTRIES,83123796,37234964,5237330,0,0,0,0,08,DET,HS6,030214,2018
-,TOTAL FOR ALL COUNTRIES,82603466,39878019,5263197,0,0,0,0,09,DET,HS6,030214,2018
-,TOTAL FOR ALL COUNTRIES,87965548,49534887,6648273,0,0,0,0,10,DET,HS6,030214,2018
-,TOTAL FOR ALL COUNTRIES,78662363,42329118,5894511,4484,590,4484,590,11,DET,HS6,030214,2018
-,TOTAL FOR ALL COUNTRIES,87404797,42407209,5855155,0,0,0,0,12,DET,HS6,030214,2018
-,TOTAL FOR ALL COUNTRIES,575164,570604,64072,0,0,0,0,01,DET,HS6,030219,2018
-,TOTAL FOR ALL COUNTRIES,429780,427500,51736,0,0,0,0,02,DET,HS6,030219,2018
-,TOTAL FOR ALL COUNTRIES,478854,478854,53508,0,0,0,0,03,DET,HS6,030219,2018
-,TOTAL FOR ALL COUNTRIES,452402,452402,50489,0,0,0,0,04,DET,HS6,030219,2018
-,TOTAL FOR ALL COUNTRIES,457924,457924,48691,0,0,0,0,05,DET,HS6,030219,2018
-,TOTAL FOR ALL COUNTRIES,504070,504070,57826,0,0,0,0,06,DET,HS6,030219,2018
-,TOTAL FOR ALL COUNTRIES,312900,309707,30971,0,0,0,0,07,DET,HS6,030219,2018
-,TOTAL FOR ALL COUNTRIES,403454,396287,42747,0,0,0,0,08,DET,HS6,030219,2018
-,TOTAL FOR ALL COUNTRIES,349405,340978,33723,0,0,0,0,09,DET,HS6,030219,2018
-,TOTAL FOR ALL COUNTRIES,389449,389449,38965,0,0,0,0,10,DET,HS6,030219,2018
-,TOTAL FOR ALL COUNTRIES,389451,380906,42085,0,0,0,0,11,DET,HS6,030219,2018
-,TOTAL FOR ALL COUNTRIES,382568,377914,40822,0,0,0,0,12,DET,HS6,030219,2018
-,TOTAL FOR ALL COUNTRIES,4289368,906617,64882,0,0,0,0,01,DET,HS6,030221,2018
-,TOTAL FOR ALL COUNTRIES,5679997,484919,39748,0,0,0,0,02,DET,HS6,030221,2018
-,TOTAL FOR ALL COUNTRIES,6488990,488359,38037,0,0,0,0,03,DET,HS6,030221,2018
-,TOTAL FOR ALL COUNTRIES,9004449,285004,19555,0,0,0,0,04,DET,HS6,030221,2018
-,TOTAL FOR ALL COUNTRIES,9252021,261754,18412,0,0,0,0,05,DET,HS6,030221,2018
-,TOTAL FOR ALL COUNTRIES,11709596,147936,10295,200120,18363,15068,1918,06,DET,HS6,030221,2018
-,TOTAL FOR ALL COUNTRIES,15801994,96966,6298,45793,4290,0,0,07,DET,HS6,030221,2018
-,TOTAL FOR ALL COUNTRIES,11359233,128229,9333,0,0,0,0,08,DET,HS6,030221,2018
-,TOTAL FOR ALL COUNTRIES,10132440,239997,17922,0,0,0,0,09,DET,HS6,030221,2018
-,TOTAL FOR ALL COUNTRIES,8644639,1109893,82910,0,0,0,0,10,DET,HS6,030221,2018
-,TOTAL FOR ALL COUNTRIES,6072425,1863601,147373,0,0,0,0,11,DET,HS6,030221,2018
-,TOTAL FOR ALL COUNTRIES,5203291,3249786,241512,0,0,0,0,12,DET,HS6,030221,2018
-,TOTAL FOR ALL COUNTRIES,4305,4305,339,0,0,0,0,01,DET,HS6,030222,2018
-,TOTAL FOR ALL COUNTRIES,0,0,0,0,0,0,0,02,DET,HS6,030222,2018
-,TOTAL FOR ALL COUNTRIES,21285,21285,1710,0,0,0,0,03,DET,HS6,030222,2018
-,TOTAL FOR ALL COUNTRIES,16592,16592,1258,0,0,0,0,04,DET,HS6,030222,2018
-,TOTAL FOR ALL COUNTRIES,4760,4760,368,0,0,0,0,05,DET,HS6,030222,2018
-,TOTAL FOR ALL COUNTRIES,3400,3400,263,0,0,0,0,06,DET,HS6,030222,2018
-,TOTAL FOR ALL COUNTRIES,0,0,0,0,0,0,0,07,DET,HS6,030222,2018
-,TOTAL FOR ALL COUNTRIES,0,0,0,0,0,0,0,08,DET,HS6,030222,2018
-,TOTAL FOR ALL COUNTRIES,10513,10513,692,0,0,0,0,09,DET,HS6,030222,2018
-,TOTAL FOR ALL COUNTRIES,0,0,0,0,0,0,0,10,DET,HS6,030222,2018
-,TOTAL FOR ALL COUNTRIES,0,0,0,0,0,0,0,11,DET,HS6,030222,2018
-,TOTAL FOR ALL COUNTRIES,7350,7350,476,0,0,0,0,12,DET,HS6,030222,2018
-,TOTAL FOR ALL COUNTRIES,224973,215080,12103,0,0,0,0,01,DET,HS6,030223,2018
-,TOTAL FOR ALL COUNTRIES,268629,268629,15899,0,0,0,0,02,DET,HS6,030223,2018
-,TOTAL FOR ALL COUNTRIES,285635,283610,16045,0,0,0,0,03,DET,HS6,030223,2018
-,TOTAL FOR ALL COUNTRIES,256366,253603,12550,2763,531,2763,531,04,DET,HS6,030223,2018
-,TOTAL FOR ALL COUNTRIES,289444,225053,12415,0,0,0,0,05,DET,HS6,030223,2018
-,TOTAL FOR ALL COUNTRIES,272465,241793,12343,0,0,0,0,06,DET,HS6,030223,2018
-,TOTAL FOR ALL COUNTRIES,216483,211283,10554,0,0,0,0,07,DET,HS6,030223,2018
-,TOTAL FOR ALL COUNTRIES,243000,224100,11406,0,0,0,0,08,DET,HS6,030223,2018
-,TOTAL FOR ALL COUNTRIES,261634,261634,12839,0,0,0,0,09,DET,HS6,030223,2018
-,TOTAL FOR ALL COUNTRIES,375038,341774,17529,0,0,0,0,10,DET,HS6,030223,2018
-,TOTAL FOR ALL COUNTRIES,314730,308335,16113,0,0,0,0,11,DET,HS6,030223,2018
-,TOTAL FOR ALL COUNTRIES,571444,521136,26456,50308,19788,50308,19788,12,DET,HS6,030223,2018
-,TOTAL FOR ALL COUNTRIES,66469,66469,7292,0,0,0,0,01,DET,HS6,030224,2018
-,TOTAL FOR ALL COUNTRIES,54629,54629,5965,0,0,0,0,02,DET,HS6,030224,2018
-,TOTAL FOR ALL COUNTRIES,72927,72927,8499,0,0,0,0,03,DET,HS6,030224,2018
-,TOTAL FOR ALL COUNTRIES,50436,50436,5488,0,0,0,0,04,DET,HS6,030224,2018
-,TOTAL FOR ALL COUNTRIES,70035,70035,7767,0,0,0,0,05,DET,HS6,030224,2018
-,TOTAL FOR ALL COUNTRIES,156313,156313,14849,0,0,0,0,06,DET,HS6,030224,2018
-,TOTAL FOR ALL COUNTRIES,53266,53266,5595,0,0,0,0,07,DET,HS6,030224,2018
-,TOTAL FOR ALL COUNTRIES,76771,76771,8183,0,0,0,0,08,DET,HS6,030224,2018
-,TOTAL FOR ALL COUNTRIES,84305,84305,8464,0,0,0,0,09,DET,HS6,030224,2018
-,TOTAL FOR ALL COUNTRIES,83822,83822,8579,0,0,0,0,10,DET,HS6,030224,2018
-,TOTAL FOR ALL COUNTRIES,102446,87301,9905,0,0,0,0,11,DET,HS6,030224,2018
-,TOTAL FOR ALL COUNTRIES,175140,175140,18172,0,0,0,0,12,DET,HS6,030224,2018
-,TOTAL FOR ALL COUNTRIES,638741,441307,42617,0,0,0,0,01,DET,HS6,030229,2018
-,TOTAL FOR ALL COUNTRIES,643505,355725,32764,0,0,0,0,02,DET,HS6,030229,2018
-,TOTAL FOR ALL COUNTRIES,765006,370653,29665,0,0,0,0,03,DET,HS6,030229,2018
-,TOTAL FOR ALL COUNTRIES,644250,375006,25559,0,0,0,0,04,DET,HS6,030229,2018
-,TOTAL FOR ALL COUNTRIES,496164,388181,25292,0,0,0,0,05,DET,HS6,030229,2018
-,TOTAL FOR ALL COUNTRIES,572269,339469,22704,8248,2582,8248,2582,06,DET,HS6,030229,2018
-,TOTAL FOR ALL COUNTRIES,578770,364794,26146,0,0,0,0,07,DET,HS6,030229,2018
-,TOTAL FOR ALL COUNTRIES,547662,397915,28498,0,0,0,0,08,DET,HS6,030229,2018
-,TOTAL FOR ALL COUNTRIES,511899,372599,30607,0,0,0,0,09,DET,HS6,030229,2018
-,TOTAL FOR ALL COUNTRIES,439252,354809,27605,0,0,0,0,10,DET,HS6,030229,2018
-,TOTAL FOR ALL COUNTRIES,364562,279896,19502,0,0,0,0,11,DET,HS6,030229,2018
-,TOTAL FOR ALL COUNTRIES,395810,295415,21761,0,0,0,0,12,DET,HS6,030229,2018
-,TOTAL FOR ALL COUNTRIES,456137,367790,81796,88347,20204,2352,800,01,DET,HS6,030231,2018
-,TOTAL FOR ALL COUNTRIES,163233,163233,42122,0,0,0,0,02,DET,HS6,030231,2018
-,TOTAL FOR ALL COUNTRIES,334827,329322,85421,0,0,0,0,03,DET,HS6,030231,2018
-,TOTAL FOR ALL COUNTRIES,482642,383148,81420,85995,19404,0,0,04,DET,HS6,030231,2018
-,TOTAL FOR ALL COUNTRIES,303093,300776,69692,0,0,0,0,05,DET,HS6,030231,2018
-,TOTAL FOR ALL COUNTRIES,356976,334310,75558,0,0,0,0,06,DET,HS6,030231,2018
-,TOTAL FOR ALL COUNTRIES,440412,305522,68702,103731,52903,103731,52903,07,DET,HS6,030231,2018
-,TOTAL FOR ALL COUNTRIES,390514,379400,80090,0,0,0,0,08,DET,HS6,030231,2018
-,TOTAL FOR ALL COUNTRIES,325624,325624,71949,0,0,0,0,09,DET,HS6,030231,2018
-,TOTAL FOR ALL COUNTRIES,378806,296120,64792,0,0,0,0,10,DET,HS6,030231,2018
-,TOTAL FOR ALL COUNTRIES,318839,314649,63261,0,0,0,0,11,DET,HS6,030231,2018
-,TOTAL FOR ALL COUNTRIES,337904,337904,65405,0,0,0,0,12,DET,HS6,030231,2018
-,TOTAL FOR ALL COUNTRIES,11437310,11020283,1254521,0,0,0,0,01,DET,HS6,030232,2018
-,TOTAL FOR ALL COUNTRIES,2117,2117,440,0,0,0,0,09,DET,HS6,030233,2018
-,TOTAL FOR ALL COUNTRIES,2366,2366,490,0,0,0,0,10,DET,HS6,030233,2018
-,TOTAL FOR ALL COUNTRIES,2100,2100,175,0,0,0,0,11,DET,HS6,030233,2018
-,TOTAL FOR ALL COUNTRIES,0,0,0,0,0,0,0,12,DET,HS6,030233,2018
-,TOTAL FOR ALL COUNTRIES,11452704,11027748,1259444,0,0,0,0,02,DET,HS6,030232,2018
-,TOTAL FOR ALL COUNTRIES,15607384,14800265,1700328,0,0,0,0,03,DET,HS6,030232,2018
-,TOTAL FOR ALL COUNTRIES,13604102,12774070,1542741,0,0,0,0,04,DET,HS6,030232,2018
-,TOTAL FOR ALL COUNTRIES,15886462,14757890,1774262,0,0,0,0,05,DET,HS6,030232,2018
-,TOTAL FOR ALL COUNTRIES,15264555,14449924,1661424,38610,19500,38610,19500,06,DET,HS6,030232,2018
-,TOTAL FOR ALL COUNTRIES,15311082,14430605,1637419,0,0,0,0,07,DET,HS6,030232,2018
-,TOTAL FOR ALL COUNTRIES,16099985,15208343,1627843,0,0,0,0,08,DET,HS6,030232,2018
-,TOTAL FOR ALL COUNTRIES,15092150,14534024,1556542,0,0,0,0,09,DET,HS6,030232,2018
-,TOTAL FOR ALL COUNTRIES,13480448,12487822,1342466,185860,12796,185860,12796,10,DET,HS6,030232,2018
-,TOTAL FOR ALL COUNTRIES,12161798,11684445,1278157,129228,14399,129228,14399,11,DET,HS6,030232,2018
-,TOTAL FOR ALL COUNTRIES,12679028,11892508,1332010,0,0,0,0,12,DET,HS6,030232,2018
-,TOTAL FOR ALL COUNTRIES,2191170,2191170,289043,0,0,0,0,01,DET,HS6,030234,2018
-,TOTAL FOR ALL COUNTRIES,2171791,2171791,289508,0,0,0,0,02,DET,HS6,030234,2018
-,TOTAL FOR ALL COUNTRIES,2952059,2952059,368171,0,0,0,0,03,DET,HS6,030234,2018
-,TOTAL FOR ALL COUNTRIES,2434299,2434299,319806,0,0,0,0,04,DET,HS6,030234,2018
-,TOTAL FOR ALL COUNTRIES,2438756,2422435,313311,0,0,0,0,05,DET,HS6,030234,2018
-,TOTAL FOR ALL COUNTRIES,2387035,1856973,216217,0,0,0,0,06,DET,HS6,030234,2018
-,TOTAL FOR ALL COUNTRIES,3578097,2193914,254189,0,0,0,0,07,DET,HS6,030234,2018
-,TOTAL FOR ALL COUNTRIES,2625266,2381651,244655,0,0,0,0,08,DET,HS6,030234,2018
-,TOTAL FOR ALL COUNTRIES,3048618,2920540,304209,0,0,0,0,09,DET,HS6,030234,2018
-,TOTAL FOR ALL COUNTRIES,2731454,2593879,281560,0,0,0,0,10,DET,HS6,030234,2018
-,TOTAL FOR ALL COUNTRIES,2189636,2187595,264977,0,0,0,0,11,DET,HS6,030234,2018
-,TOTAL FOR ALL COUNTRIES,2504105,2504105,306555,0,0,0,0,12,DET,HS6,030234,2018
-,TOTAL FOR ALL COUNTRIES,3432600,2142577,116573,0,0,0,0,01,DET,HS6,030235,2018
-,TOTAL FOR ALL COUNTRIES,3166097,1964668,101026,0,0,0,0,02,DET,HS6,030235,2018
-,TOTAL FOR ALL COUNTRIES,3411353,2103234,106001,0,0,0,0,03,DET,HS6,030235,2018
-,TOTAL FOR ALL COUNTRIES,3874652,2068599,106804,0,0,0,0,04,DET,HS6,030235,2018
-,TOTAL FOR ALL COUNTRIES,4011043,2487052,134068,0,0,0,0,05,DET,HS6,030235,2018
-,TOTAL FOR ALL COUNTRIES,3812783,2098216,113240,0,0,0,0,06,DET,HS6,030235,2018
-,TOTAL FOR ALL COUNTRIES,3776380,1937286,103396,0,0,0,0,07,DET,HS6,030235,2018
-,TOTAL FOR ALL COUNTRIES,3737823,1817749,93430,0,0,0,0,08,DET,HS6,030235,2018
-,TOTAL FOR ALL COUNTRIES,3770676,1907239,97690,0,0,0,0,09,DET,HS6,030235,2018
-,TOTAL FOR ALL COUNTRIES,4360920,1903700,98080,0,0,0,0,10,DET,HS6,030235,2018
-,TOTAL FOR ALL COUNTRIES,3870144,1799930,94035,0,0,0,0,11,DET,HS6,030235,2018
-,TOTAL FOR ALL COUNTRIES,4558814,2277946,119058,0,0,0,0,12,DET,HS6,030235,2018
-,TOTAL FOR ALL COUNTRIES,3540,3540,538,0,0,0,0,02,DET,HS6,030236,2018
-,TOTAL FOR ALL COUNTRIES,6938,6938,599,0,0,0,0,03,DET,HS6,030236,2018
-,TOTAL FOR ALL COUNTRIES,5520,5520,436,0,0,0,0,04,DET,HS6,030236,2018
-,TOTAL FOR ALL COUNTRIES,5302,5302,1599,0,0,0,0,05,DET,HS6,030236,2018
-,TOTAL FOR ALL COUNTRIES,66870,66870,6860,0,0,0,0,06,DET,HS6,030236,2018
-,TOTAL FOR ALL COUNTRIES,109442,109442,17353,0,0,0,0,07,DET,HS6,030236,2018
-,TOTAL FOR ALL COUNTRIES,228733,228733,27519,0,0,0,0,08,DET,HS6,030236,2018
-,TOTAL FOR ALL COUNTRIES,109314,109314,11316,0,0,0,0,09,DET,HS6,030236,2018
-,TOTAL FOR ALL COUNTRIES,2328,2328,215,0,0,0,0,10,DET,HS6,030236,2018
-,TOTAL FOR ALL COUNTRIES,3198,3198,278,0,0,0,0,11,DET,HS6,030236,2018
-,TOTAL FOR ALL COUNTRIES,0,0,0,0,0,0,0,12,DET,HS6,030236,2018
-,TOTAL FOR ALL COUNTRIES,143616,122080,13104,0,0,0,0,01,DET,HS6,030239,2018
-,TOTAL FOR ALL COUNTRIES,11371,0,0,0,0,0,0,01,DET,HS6,030241,2018
-,TOTAL FOR ALL COUNTRIES,0,0,0,0,0,0,0,02,DET,HS6,030241,2018
